gtin,region,reviewed_brand,reviewed_company,reviewed_category,source,status,audit_note,audit_basis,audit_source,reviewed_at
667888056767,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080377757,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080299257,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080270034,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080290988,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080293002,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080291015,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080296584,,gourmet,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
3608330031199,,Impact,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Energy drink / whey yogurt do not match Nestlé Health Science IMPACT clinical-nutrition portfolio; conservative exclusion.,manual product-image review + conservative portfolio scope,Manual product-image review in this audit,2026-09-02
4902201171052,,KitKat,Nestlé,snacks,nestle_top9_product_audit_20260902,active,"KitKat green-tea/matcha confectionery is a snack, not a beverage.",product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
3374010130123,,La Vie,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
3374010130130,,La Vie,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
3374010130161,,La Vie,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
3374010110460,,La Vie,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
5430000213011,,Lion,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Unrelated Lion beer/coffee brand collision; remove from Nestlé.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035005150,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
7613034849793,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
4005500321972,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
4792024009379,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
7228216,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
4792024013888,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
6111018600039,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
4005500016236,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
7613034362780,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
7613035835511,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
7613033902406,,Maggi,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Portioned Maggi soup/quick meal qualifies as snacks under agreed project rule.,agreed category rule,Manual product-image review in this audit,2026-09-02
1234567890128,,Munch,Other / not mapped to a company,beverages,nestle_top9_product_audit_20260902,active,Unrelated Munch-name product; conservative removal from Nestlé.,product evidence + conservative exclusion,Product-name / GTIN evidence in current audit,2026-09-02
7613036942683,,Starbucks,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Packaged Starbucks coffee product is consumer-facing Starbucks; Nestlé remains company route under packaged-coffee rights.,product-name + existing licensed-routing rule,Product-name / GTIN evidence in current audit,2026-09-02
7613036928229,,Starbucks,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Packaged Starbucks coffee product is consumer-facing Starbucks; Nestlé remains company route under packaged-coffee rights.,product-name + existing licensed-routing rule,Product-name / GTIN evidence in current audit,2026-09-02
8005200010516,,Vera,Acqua Vera S.p.A.,beverages,nestle_top9_product_audit_20260902,active,Vera water is no longer Nestlé; the Vera business transferred to the Acqua Vera vehicle in 2020.,Step 1 residual QA: product identity + ownership research,https://www.acquavera.eu/wp-content/uploads/2025/05/AV_Bilancio-Sostenibilita-2024.pdf,2026-09-02
8005200010325,,Vera,Acqua Vera S.p.A.,beverages,nestle_top9_product_audit_20260902,active,Vera water is no longer Nestlé; the Vera business transferred to the Acqua Vera vehicle in 2020.,Step 1 residual QA: product identity + ownership research,https://www.acquavera.eu/wp-content/uploads/2025/05/AV_Bilancio-Sostenibilita-2024.pdf,2026-09-02
8005200010202,,Vera,Acqua Vera S.p.A.,beverages,nestle_top9_product_audit_20260902,active,Vera water is no longer Nestlé; the Vera business transferred to the Acqua Vera vehicle in 2020.,Step 1 residual QA: product identity + ownership research,https://www.acquavera.eu/wp-content/uploads/2025/05/AV_Bilancio-Sostenibilita-2024.pdf,2026-09-02
7613031508808,,Aero,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613037056075,,Kusmi Tea,Orientis Gourmet,beverages,nestle_top9_product_audit_20260902,active,Kusmi Tea x SPECIAL.T partnership ended 31 Dec 2024; current Kusmi Tea operator is Orientis Gourmet.,Step 1 residual QA: product identity + ownership research,https://de.special-t.com/de/kusmi | https://www.kusmitea.com/en/pages/legal-notices,2026-09-02
5449000033833,,Aquarius,The Coca-Cola Company,beverages,nestle_top9_product_audit_20260902,active,"Product is Aquarius, not Nestlé.",exact product evidence,Product-name / GTIN evidence in current audit,2026-09-02
7610235510040,,Beltè,Sibat Tomarchio,beverages,nestle_top9_product_audit_20260902,active,Beltè is a former Nestlé brand; current owner from January 2026 is Sibat Tomarchio.,Step 1 residual QA: product identity + ownership research,https://www.studiobnm.com/news/belte-studio-bnm-al-fianco-di-sibat-tomarchio-s-r-l,2026-09-02
68274543326,,Nestlé Pure Life,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035409057,,Special.T,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710003662,,Caro,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
4005500056539,,Caro,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8054710003228,,Caro,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
94186178,,Caro,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710003112,,Caro,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710071005,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710073467,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034114662,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445291838321,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613032655495,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035676497,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034227775,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445291219717,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034541239,,Ricoré,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035602915,,Lion,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
50000301621,,Coffee mate,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Product explicitly identifies Coffee mate; replace generic Nestlé brand.,Step 1 residual QA: product identity + ownership research,Product-name evidence in current audit,2026-09-02
7613033918100,,Coffee mate,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Product explicitly identifies Coffee mate; replace generic Nestlé brand.,Step 1 residual QA: product identity + ownership research,Product-name evidence in current audit,2026-09-02
8850124011053,,Coffee mate,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Product explicitly identifies Coffee mate; replace generic Nestlé brand.,Step 1 residual QA: product identity + ownership research,Product-name evidence in current audit,2026-09-02
5000243800691,,Nescafé Dolce Gusto,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
68274346934,,Pure Life,Primo Brands,beverages,nestle_top9_product_audit_20260902,active,Exact North American Pure Life product identity; Pure Life is in the current Primo Brands portfolio.,Step 1 residual QA: product identity + ownership research,https://www.primobrands.com/about/,2026-09-02
17001233,,Nestlé Pure Life,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034302281,,Special.T,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900862520683,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613037056969,,Kusmi Tea,Orientis Gourmet,beverages,nestle_top9_product_audit_20260902,active,Kusmi Tea x SPECIAL.T partnership ended 31 Dec 2024; current Kusmi Tea operator is Orientis Gourmet.,Step 1 residual QA: product identity + ownership research,https://de.special-t.com/de/kusmi | https://www.kusmitea.com/en/pages/legal-notices,2026-09-02
7613034555991,,Romanette,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Product name explicitly identifies Romanette; company remains Nestlé.,Step 1 residual QA: product identity + ownership research,Product-name evidence in current audit,2026-09-02
9556001212931,,Milo,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
9556001129130,,Milo,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
9556001004659,,Milo,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
68274000133,,Pure Life,Primo Brands,beverages,nestle_top9_product_audit_20260902,active,Exact North American Pure Life product identity; Pure Life is in the current Primo Brands portfolio.,Step 1 residual QA: product identity + ownership research,https://www.primobrands.com/about/,2026-09-02
68274000218,,Pure Life,Primo Brands,beverages,nestle_top9_product_audit_20260902,active,Exact North American Pure Life product identity; Pure Life is in the current Primo Brands portfolio.,Step 1 residual QA: product identity + ownership research,https://www.primobrands.com/about/,2026-09-02
9300605037618,,Milo,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
9300605113152,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8410100022543,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8410100024998,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5011546415567,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8410100020709,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035909014,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710073085,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710076017,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
11878797,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
630047680,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7630039678005,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7630047652837,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7640154061620,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7640154061866,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7640154067202,,Nespresso,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7610100088056,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613033162183,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
196680,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
55000406529,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5998710960620,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
643435530799,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613031513062,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034672308,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613039490266,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8083704,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8410100025155,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8410100025322,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445290133403,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445290157348,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8690632047911,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
9138575,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5998710960729,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613036212823,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
55000139045,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613034139702,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8000550502803,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613037680935,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613036977869,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613036009102,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613036012249,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
55000031318,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
