review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c_proposed_treatment,scenario_c_review_status,scenario_c_rationale
11072,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,200041020863,Emmental etrez,unknown,,FRANCE,dairies,https://images.openfoodfacts.org/images/products/020/004/102/0863/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,257.0,336.6,-79.60000000000002,-0.309727626459144,0.309727626459144,23.0,0.4,27.0,0.0,5.0,54.0,1.0,8.949416342412452,0.1556420233463035,10.505836575875486,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11073,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3800500804057,Dark 80 No added Sugar,unknown,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/380/050/080/4057/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,509.0,585.8,-76.79999999999995,-0.1508840864440077,0.1508840864440077,7.7,42.0,43.0,0.0,24.0,19.0,0.03,1.512770137524558,8.25147347740668,8.447937131630647,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11074,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,8051732790037,Raspberries and dark chocolate,karuna,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/805/173/279/0037/front_en.9.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,506.0,583.0,-77.0,-0.1521739130434782,0.1521739130434782,7.0,46.5,41.0,33.0,24.0,6.5,0.02,1.383399209486166,9.189723320158102,8.102766798418973,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11075,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,5060315921006,,chocolate tree scotland,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/506/031/592/1006/front_en.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,491.0,567.1,-76.10000000000002,-0.154989816700611,0.154989816700611,8.0,50.3,37.1,29.9,22.6,16.23975,0.0,1.6293279022403258,10.244399185336048,7.556008146639511,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11076,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,7503008451056,Chocolate obscuro,choco-story,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/750/300/845/1056/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,494.0,574.0,-80.0,-0.1619433198380566,0.1619433198380566,8.0,50.0,38.0,30.0,23.0,20.0,0.0075,1.6194331983805668,10.121457489878544,7.6923076923076925,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11077,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3329757005029,Chocolat noir & eclats noisettes,pure via,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/332/975/700/5029/front_fr.31.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,465.0,542.0,-77.0,-0.1655913978494623,0.1655913978494623,8.0,33.0,42.0,2.0,21.0,15.0,0.08,1.7204301075268815,7.096774193548387,9.032258064516128,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11078,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,747599408120,Intense dark 92% moonlight mystique,ghirardelli,Lindt & Sprüngli,FRANCE,snacks,https://images.openfoodfacts.org/images/products/074/759/940/8120/front_fr.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,545.454545454545,636.363636363636,-90.909090909091,-0.1666666666666669,0.1666666666666669,9.09090909090909,27.2727272727273,54.5454545454545,9.09090909090909,36.3636363636364,9.09090909090909,0.0,1.6666666666666676,5.000000000000009,10.0,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11079,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3596710540891,Auchan chocolat noir noisettes entieres 180g,auchan,Auchan,FRANCE,snacks,https://images.openfoodfacts.org/images/products/359/671/054/0891/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,451.0,534.2,-83.20000000000005,-0.184478935698448,0.184478935698448,9.3,41.0,37.0,37.0,15.0,8.5,0.01,2.0620842572062084,9.090909090909092,8.2039911308204,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11080,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,23872003207,Biscuits gronaila sans sucre,man,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/002/387/200/3207/front_fr.19.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,433.33333333333,516.6666666666638,-83.33333333333377,-0.1923076923076948,0.1923076923076948,6.6666666666667,70.0,23.333333333333,0.0,3.3333333333333,16.666666666667,0.45833333333332,1.538461538461558,16.153846153846278,5.3846153846153495,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11081,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3770030699273,,manufacture paysac,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/377/003/069/9273/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,520.0,621.0,-101.0,-0.1942307692307692,0.1942307692307692,11.0,34.0,49.0,,29.0,26.0,0.0,2.1153846153846154,6.538461538461539,9.423076923076923,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11082,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3329757005043,Chocolat noir & orange,pure via,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/332/975/700/5043/front_fr.10.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,410.0,492.0,-82.0,-0.2,0.2,7.0,35.0,36.0,3.1,22.0,17.0,0.09,1.707317073170732,8.536585365853659,8.780487804878048,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11083,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3329757005012,Chocolat noir,pure via,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/332/975/700/5012/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,420.0,506.0,-86.0,-0.2047619047619047,0.2047619047619047,7.0,34.0,38.0,1.0,23.0,17.0,0.09,1.6666666666666667,8.095238095238095,9.047619047619047,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11084,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3329757005036,Chocolat noir pointe de sel,pure via,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/332/975/700/5036/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,422.0,510.4,-88.39999999999998,-0.2094786729857819,0.2094786729857819,7.1,35.0,38.0,1.2,23.0,16.0,0.8,1.6824644549763033,8.293838862559241,9.004739336492891,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11085,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,602652252051,Salted Caramel Dark Chocolate Almond,kind,Mars,FRANCE,snacks,https://images.openfoodfacts.org/images/products/060/265/225/2051/front_fr.25.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,450.0,547.5,-97.5,-0.2166666666666666,0.2166666666666666,12.5,40.0,37.5,12.5,8.75,15.0,0.65625,2.7777777777777777,8.88888888888889,8.333333333333332,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11086,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3770010965046,Macarons Désiré Pistache,biscuits bio des savoie,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/377/001/096/5046/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,393.0,480.77,-87.76999999999998,-0.2233333333333333,0.2233333333333333,15.0,44.24,27.09,40.09,2.328,5.275,0.007,3.816793893129771,11.25699745547074,6.893129770992366,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11087,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3770010965190,Macaron désiré,unknown,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/377/001/096/5190/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,393.0,480.77,-87.76999999999998,-0.2233333333333333,0.2233333333333333,15.0,44.24,27.09,8.0,2.328,5.275,,3.816793893129771,11.25699745547074,6.893129770992366,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11088,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,747599708534,Intense Dark Chocolate Sea Salt Soiree Squares Case Pack,ghirardelli,Lindt & Sprüngli,FRANCE,snacks,https://images.openfoodfacts.org/images/products/074/759/970/8534/front_fr.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,454.545454545455,559.375,-104.82954545454498,-0.2306249999999987,0.2306249999999987,6.25,56.25,34.375,40.625,15.625,9.375,0.3515625,1.374999999999999,12.374999999999988,7.562499999999993,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11089,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,7350104401078,coconut,n!ck's,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/735/010/440/1078/front_en.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,405.0,501.0,-96.0,-0.237037037037037,0.237037037037037,5.5,41.0,35.0,5.5,29.0,8.1,0.04,1.3580246913580247,10.123456790123456,8.641975308641975,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11090,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,851304446052,Chocolat très noir,unknown,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/085/130/444/6052/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,464.285714285714,582.1428571428575,-117.85714285714346,-0.2538461538461553,0.2538461538461553,14.2857142857143,42.8571428571429,39.2857142857143,14.2857142857143,21.4285714285714,28.5714285714286,0.0,3.076923076923082,9.230769230769246,8.46153846153847,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11091,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,873617004125,Barre de céréales complètes - physalis et amandes,nutrisnacks,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/087/361/700/4125/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,340.0,428.0,-88.0,-0.2588235294117647,0.2588235294117647,8.0,72.0,12.0,8.0,2.0,16.0,0.15,2.3529411764705883,21.176470588235293,3.5294117647058822,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11092,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,6171100010375,Chocolat au lait,unknown,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/617/110/001/0375/front_fr.18.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,338.65,428.35,-89.70000000000005,-0.2648752399232247,0.2648752399232247,8.295,55.75,19.13,52.4225,4.3,8.85,1.29815,2.4494315665141,16.462424331906096,5.648900044293518,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11093,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3257980483478,Chocolat noirorange,cora,Cora,FRANCE,snacks,https://images.openfoodfacts.org/images/products/325/798/048/3478/front_fr.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,400.0,512.4,-112.39999999999998,-0.2809999999999999,0.2809999999999999,5.6,55.0,30.0,52.0,16.0,7.3,0.025,1.4,13.750000000000002,7.5,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11094,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,2000000122813,Un apéro en Provence,my fresh company,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/200/000/012/2813/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,415.8802734375,533.769404296875,-117.88913085937496,-0.2834689173519834,0.2834689173519834,17.591220703125,11.209453125,46.507412109375,4.7013671875,2.7498896484375,8.3865234375,0.0331373046875,4.229876199157754,2.6953558129475925,11.182884854086328,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11095,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,16000261648,fiber one chewy bars,fiber one,General Mills,FRANCE,snacks,https://images.openfoodfacts.org/images/products/001/600/026/1648/front_en.37.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,301.724137931034,387.58,-85.85586206896596,-0.284550857142859,0.284550857142859,17.2,60.3,8.62,12.9008620689655,4.31034482758621,25.9008620689655,1.07758620689655,5.700571428571437,19.98514285714289,2.8569142857142897,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11096,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,9319133332737,Protein Dark Choc & Cranberry,carman's,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/931/913/333/2737/front_en.11.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,372.848948374761,479.75,-106.901051625239,-0.2867141025641025,0.2867141025641025,26.25,33.5,26.75,23.0,5.5,6.5,0.325,7.040384615384615,8.984871794871795,7.17448717948718,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11097,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3760222065108,Chocolat 69%,rrraw,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/376/022/206/5108/front_en.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,324.5,430.8,-106.29999999999995,-0.3275808936825884,0.3275808936825884,14.9333333333333,24.3666666666667,30.4,17.2333333333333,8.26666666666667,19.6666666666667,0.0742333333333333,4.601951720595778,7.508988186954299,9.368258859784282,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11098,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3760222065115,Grand cru de chocolat,rrraw,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/376/022/206/5115/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,324.5,430.8,-106.29999999999995,-0.3275808936825884,0.3275808936825884,14.9333333333333,24.3666666666667,30.4,17.2333333333333,8.26666666666667,19.6666666666667,0.0742333333333333,4.601951720595778,7.508988186954299,9.368258859784282,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
11099,high_fiber_possible_formula_explanation,Macro formula may overstate energy when fiber is included in carbohydrate or source fields differ.,candidate_for_rule_review,,,3760334450007,Noir Pur Origine Mexique 75%,maison duplanteur,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/376/033/445/0007/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,324.5,430.8,-106.29999999999995,-0.3275808936825884,0.3275808936825884,14.9333333333333,24.3666666666667,30.4,17.2333333333333,8.26666666666667,19.6666666666667,0.0742333333333333,4.601951720595778,7.508988186954299,9.368258859784282,True,False,False,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by Scenario C re-inclusion buckets; hard errors and material non-beverage energy-macro gaps remain excluded by default.
